pair_id,status,analysis_mode,regions_emitted,regions_at_min_size,fp_reference_range,fp_strict_product,claims_syntactic_type,types,largest_region_lines,left_problem,right_problem,left_program,right_program,shared_tokens
N00842,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02987,p02989,s118593247.java,s296744876.java,13
N00843,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03285,p03281,s511847298.java,s859114257.java,22
N00844,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02953,p02971,s450731921.java,s858429167.java,17
N00845,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03109,p03107,s137111356.java,s682778819.java,17
N00846,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03035,p03013,s000895179.java,s216343481.java,20
N00847,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02390,p02392,s591130426.java,s270816874.java,11
N00848,ok,SOURCE_PLUS_WALA_SMT,2,1,False,True,False,POSSIBLE_T4_CANDIDATE,10,p03239,p03242,s999696224.java,s076451271.java,22
N00849,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02988,p02994,s581977609.java,s102026673.java,28
N00850,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02897,p02879,s343817823.java,s984398059.java,15
N00851,ok,SOURCE_PLUS_WALA_SMT,1,0,False,False,False,,5,p02880,p02772,s114283456.java,s307014296.java,17
N00852,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p00003,p00002,s479076368.java,s217401894.java,14
N00853,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02830,p02831,s101587093.java,s969954988.java,13
N00854,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02700,p02706,s472668325.java,s043760579.java,23
N00855,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03102,p03086,s195569259.java,s136631079.java,27
N00856,ok,SOURCE_PLUS_WALA_SMT,1,0,False,False,False,,2,p02778,p02771,s241849769.java,s901528502.java,16
N00857,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p00001,p04030,s008485993.java,s579884698.java,11
N00858,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02922,p02613,s791535546.java,s041854280.java,10
N00859,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02389,p03632,s884355355.java,s077471738.java,23
N00860,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03041,p03043,s876850766.java,s307236024.java,28
N00861,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02392,p00007,s425344114.java,s579088750.java,10
N00862,ok,SOURCE_PLUS_WALA_SMT,1,0,False,False,False,,2,p03695,p03371,s247577650.java,s076446820.java,24
N00863,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02899,p02910,s890454428.java,s678860824.java,16
N00864,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02987,p02959,s023575375.java,s490279697.java,11
N00865,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02983,p02971,s827480661.java,s524762820.java,19
N00866,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02723,p02719,s928790568.java,s528299544.java,17
N00867,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02767,p02755,s140738140.java,s267189669.java,17
N00868,ok,SOURCE_PLUS_WALA_SMT,6,4,False,True,False,POSSIBLE_T4_CANDIDATE,39,p03494,p02621,s000070940.java,s577365744.java,16
N00869,ok,SOURCE_PLUS_WALA_SMT,1,1,False,True,False,POSSIBLE_T4_CANDIDATE,26,p03371,p02627,s734531567.java,s077359931.java,11
N00870,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02887,p02886,s137088233.java,s300528491.java,28
N00871,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02700,p02694,s082263815.java,s736712174.java,15
N00872,ok,SOURCE_PLUS_WALA_SMT,1,0,False,False,False,,4,p02819,p02802,s924880001.java,s280802229.java,11
N00873,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03695,p02263,s958044045.java,s361229144.java,15
N00874,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02831,p02836,s454206666.java,s016399829.java,25
N00875,ok,SOURCE_PLUS_WALA_SMT,1,1,False,True,False,POSSIBLE_T4_CANDIDATE,23,p03087,p03102,s539248275.java,s908624647.java,13
N00876,ok,SOURCE_PLUS_WALA_SMT,1,0,False,False,False,,1,p03011,p03035,s649512818.java,s906691976.java,11
N00877,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02791,p02773,s933903001.java,s463074175.java,19
N00878,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02410,p02409,s117636503.java,s111913763.java,15
N00879,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02705,p02701,s013509363.java,s541753124.java,14
N00880,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03001,p03011,s680681153.java,s972582503.java,12
N00881,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02393,p02381,s446364007.java,s842462584.java,9
N00882,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02571,p02578,s869382741.java,s296331431.java,27
N00883,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02785,p02767,s396530549.java,s745454344.java,26
N00884,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02256,p02391,s953515738.java,s406350306.java,23
N00885,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02847,p02848,s834186378.java,s541772670.java,13
N00886,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02946,p02922,s767628138.java,s537539614.java,17
N00887,ok,SOURCE_PLUS_WALA_SMT,3,0,False,False,False,,5,p02982,p02989,s623245408.java,s096395712.java,16
N00888,ok,SOURCE_PLUS_WALA_SMT,1,0,False,False,False,,4,p02576,p02621,s705716011.java,s521061547.java,16
N00889,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02658,p02641,s618974799.java,s909652185.java,27
N00890,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03308,p03371,s768830011.java,s222481019.java,9
N00891,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03434,p03448,s973293709.java,s078259643.java,28
N00892,ok,SOURCE_PLUS_WALA_SMT,1,1,False,True,False,POSSIBLE_T4_CANDIDATE,10,p02818,p02785,s863700179.java,s289314906.java,16
N00893,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02766,p02778,s729382010.java,s074249778.java,13
N00894,ok,SOURCE_PLUS_WALA_SMT,1,1,False,True,False,POSSIBLE_T4_CANDIDATE,24,p03434,p03292,s389402522.java,s153853289.java,16
N00895,ok,SOURCE_PLUS_WALA_SMT,1,1,False,True,False,POSSIBLE_T4_CANDIDATE,15,p02917,p02911,s062400497.java,s834718926.java,14
N00896,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02676,p02681,s956265198.java,s721245910.java,27
N00897,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02391,p02392,s697933407.java,s844178091.java,10
N00898,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03493,p03352,s778029528.java,s663744180.java,23
N00899,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03106,p03107,s963906378.java,s403140629.java,17
N00900,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02627,p02621,s032683359.java,s836326174.java,13
N00901,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02419,p02416,s107970927.java,s942931178.java,17
N00902,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03106,p03076,s359783495.java,s948660895.java,15
N00903,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03161,p02982,s433416209.java,s422789452.java,17
N00904,ok,SOURCE_PLUS_WALA_SMT,3,2,False,True,False,POSSIBLE_T4_CANDIDATE,18,p03060,p02694,s711125510.java,s039383991.java,12
N00905,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02406,p02407,s840428787.java,s389588209.java,13
N00906,ok,SOURCE_PLUS_WALA_SMT,1,0,False,False,False,,3,p02413,p02404,s044324238.java,s592696399.java,9
N00907,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03416,p03455,s640660450.java,s019128736.java,27
N00908,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02622,p02595,s443161582.java,s981111031.java,28
N00909,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02258,p02257,s797108315.java,s797633455.java,20
N00910,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03013,p02958,s204770196.java,s370395826.java,17
N00911,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p04043,p04044,s528542055.java,s089390451.java,17
N00912,ok,SOURCE_PLUS_WALA_SMT,1,1,False,True,False,POSSIBLE_T4_CANDIDATE,18,p03308,p03012,s503488262.java,s403175750.java,23
N00913,ok,SOURCE_PLUS_WALA_SMT,3,3,False,True,True,POSSIBLE_T4_CANDIDATE|T2|T3,52,p02881,p02819,s751169795.java,s098057265.java,21
N00914,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03370,p03371,s423732175.java,s586309218.java,17
N00915,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02688,p02693,s232694603.java,s540747164.java,21
N00916,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02419,p02420,s828863369.java,s123764614.java,13
N00917,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02398,p02396,s582020147.java,s970578418.java,13
N00918,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03478,p03474,s475670705.java,s979744826.java,20
N00919,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02399,p02400,s356450597.java,s047345453.java,14
N00920,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02712,p02711,s901484350.java,s154283475.java,22
N00921,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02880,p02881,s978359843.java,s537642730.java,23
N00922,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02724,p02719,s209439934.java,s915794753.java,17
N00923,ok,SOURCE_PLUS_WALA_SMT,1,0,False,False,False,,3,p02829,p02759,s340429776.java,s971580881.java,17
N00924,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02258,p02256,s723059564.java,s490525039.java,21
N00925,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02917,p02934,s329587401.java,s793082194.java,9
N00926,ok,SOURCE_PLUS_WALA_SMT,1,0,False,False,False,,4,p02922,p02945,s567760385.java,s364100204.java,10
N00927,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02681,p02409,s465347375.java,s642458725.java,16
N00928,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02981,p02970,s191254689.java,s952354393.java,22
N00929,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03285,p03261,s209785261.java,s569926010.java,28
N00930,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02595,p02659,s242659751.java,s789758307.java,16
N00931,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02911,p02880,s111884429.java,s851664176.java,11
N00932,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03075,p03042,s212212943.java,s631142970.java,17
N00933,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02394,p02402,s880287378.java,s555657408.java,11
N00934,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02911,p02910,s528215901.java,s974315364.java,15
N00935,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03448,p03456,s413287461.java,s390127056.java,17
N00936,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02831,p02836,s873235148.java,s131377318.java,21
N00937,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03281,p03308,s751030279.java,s402666788.java,17
N00938,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02410,p02411,s964619538.java,s469406081.java,17
N00939,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02922,p02970,s728871753.java,s376733507.java,9
N00940,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03998,p02255,s833628973.java,s335665482.java,15
N00941,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02701,p02700,s683712662.java,s777540189.java,15
N00942,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03242,p03243,s045012385.java,s866107101.java,12
N00943,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02577,p02595,s885827013.java,s333360954.java,23
N00944,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02899,p02898,s538999065.java,s094092498.java,17
N00945,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02922,p02911,s834813688.java,s017580896.java,25
N00946,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02392,p02393,s605932708.java,s598866595.java,23
N00947,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02910,p02909,s026701997.java,s396934210.java,7
N00948,ok,SOURCE_PLUS_WALA_SMT,1,1,False,True,False,POSSIBLE_T4_CANDIDATE,12,p02753,p02777,s657992679.java,s746085559.java,15
N00949,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03059,p03071,s884768671.java,s074872642.java,23
N00950,ok,SOURCE_PLUS_WALA_SMT,1,0,False,False,False,,4,p02399,p02389,s276272454.java,s990185313.java,15
N00951,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02576,p02570,s465859022.java,s414696863.java,9
N00952,ok,SOURCE_PLUS_WALA_SMT,9,3,False,True,False,POSSIBLE_T4_CANDIDATE,9,p02982,p03998,s065660153.java,s395279439.java,14
N00953,ok,SOURCE_PLUS_WALA_SMT,4,2,False,True,False,POSSIBLE_T4_CANDIDATE,13,p02886,p02802,s839505542.java,s992715793.java,16
N00954,ok,SOURCE_PLUS_WALA_SMT,2,1,False,True,False,POSSIBLE_T4_CANDIDATE,27,p02879,p02723,s689871551.java,s447189702.java,13
N00955,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02916,p02812,s632073363.java,s489901502.java,11
N00956,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02887,p02886,s833979584.java,s424334849.java,15
N00957,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02577,p02578,s822753142.java,s619350943.java,17
N00958,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03435,p02995,s583092431.java,s842237243.java,22
N00959,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03109,p03106,s265557193.java,s848031554.java,23
N00960,ok,SOURCE_PLUS_WALA_SMT,1,0,False,False,False,,5,p02753,p02723,s264253922.java,s982483725.java,26
N00961,ok,SOURCE_PLUS_WALA_SMT,1,1,False,True,False,POSSIBLE_T4_CANDIDATE,18,p03324,p03325,s617179727.java,s571191011.java,13
N00962,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03449,p03457,s974833237.java,s018362544.java,15
N00963,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03072,p03073,s142705466.java,s302567227.java,23
N00964,ok,SOURCE_PLUS_WALA_SMT,1,1,False,True,False,POSSIBLE_T4_CANDIDATE,26,p02627,p02688,s813164584.java,s988918416.java,17
N00965,ok,SOURCE_PLUS_WALA_SMT,1,1,False,True,False,POSSIBLE_T4_CANDIDATE,67,p02922,p03075,s625193083.java,s314371979.java,10
N00966,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02707,p02706,s947332237.java,s972904824.java,22
N00967,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03493,p03835,s605904202.java,s011970491.java,23
N00968,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02766,p02777,s695923249.java,s352806798.java,13
N00969,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03086,p03075,s030472738.java,s601325799.java,23
N00970,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03041,p03035,s044537975.java,s914721653.java,22
N00971,ok,SOURCE_PLUS_WALA_SMT,1,1,False,True,False,POSSIBLE_T4_CANDIDATE,45,p03087,p03308,s964538310.java,s007321375.java,19
N00972,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02989,p02993,s632842045.java,s594657828.java,12
N00973,ok,SOURCE_PLUS_WALA_SMT,3,2,False,True,False,POSSIBLE_T4_CANDIDATE,17,p02848,p03059,s162623886.java,s490650432.java,17
N00974,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02405,p02404,s596012165.java,s678829654.java,23
N00975,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02257,p02258,s498199220.java,s165024883.java,20
N00976,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02724,p02723,s539177457.java,s570193962.java,17
N00977,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p00002,p00001,s208762466.java,s738494275.java,21
N00978,ok,SOURCE_PLUS_WALA_SMT,3,1,False,True,False,POSSIBLE_T4_CANDIDATE,14,p02268,p03835,s856984644.java,s738088226.java,22
N00979,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02407,p02415,s805425463.java,s010094818.java,10
N00980,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02419,p02552,s263902320.java,s590344506.java,25
N00981,ok,SOURCE_PLUS_WALA_SMT,1,1,False,True,False,POSSIBLE_T4_CANDIDATE,10,p03160,p03161,s986187957.java,s672151781.java,10
N00982,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02268,p02258,s953025296.java,s696323944.java,16
N00983,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02687,p02694,s936148644.java,s341380127.java,14
N00984,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02400,p02399,s704757709.java,s822499616.java,21
N00985,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02416,p02419,s428262201.java,s229501424.java,11
N00986,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02400,p02389,s032359056.java,s784316109.java,16
N00987,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03457,p00002,s723465967.java,s958220535.java,13
N00988,ok,SOURCE_PLUS_WALA_SMT,1,1,False,True,False,POSSIBLE_T4_CANDIDATE,12,p03308,p00003,s042563737.java,s030125328.java,14
N00989,ok,SOURCE_PLUS_WALA_SMT,1,1,True,True,False,POSSIBLE_T4_CANDIDATE,21,p02773,p02767,s698897601.java,s371209653.java,11
N00990,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03775,p03695,s111496002.java,s736533639.java,27
N00991,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02717,p02705,s121986084.java,s943230059.java,17
N00992,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02393,p03545,s231850175.java,s134057490.java,17
N00993,ok,SOURCE_PLUS_WALA_SMT,1,1,False,True,True,T3,10,p02946,p02951,s453604408.java,s067012110.java,21
N00994,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02392,p02381,s770830666.java,s261594886.java,11
N00995,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02391,p02393,s704306754.java,s445191828.java,14
N00996,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03470,p03435,s394265946.java,s870784752.java,11
N00997,ok,SOURCE_PLUS_WALA_SMT,2,2,False,True,False,POSSIBLE_T4_CANDIDATE,22,p03041,p03243,s055212124.java,s493189083.java,17
N00998,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02957,p02970,s217852279.java,s097628804.java,15
N00999,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02397,p02400,s930107966.java,s094237092.java,9
